CLUE,ANS,POS,FOUND IN
Leaves carved on a Corinthian column ,acanthus,2,Acanthus leaves
Citizen of a former Soviet republic,kazakh,19,Kazakhstani
Pisa has a leaning one ,tower,1,Tilted tower
"Incompetent, clumsy",inept,5,Ineptly performed
Between dawn and dusk ,daytime,5,Partial daytime
Snowstorm ,blizzard,1,Blizzard conditions
Something with independent existence ,entity,3,Independent entity
"'One behind the other, as on a bicycle (2,6)' ",in tandem,14,Biked in tandem
Dispossess ,deprive,1,Deprived
Pudding ,dessert,1,Soft dessert
