CLUE,ANS,POS,FOUND IN
Raise ,elevate,2,Elevate (to increase the level or status of something)
Is able to ,can,28,Here are some ways you can help someone suffering from depression and show them that they're not alone in this battle:
Actual; coin ,real,1,Real currency
Describes poorly groomed hair ,shaggy,1,Shaggy mane
Scruffy; unfair ,shabby,7,"Shabby (suggests poor quality which might be seen as ""unfair"" when applied to products/services)"
"Beginning, start ",outset,2,At the outset
Greek god of the sea ,poseidon,2,"In addition to his role as the god of seas, Poseidon also played significant roles in numerous Greek legends and stories: from creating horses for Bellerophon after being impressed by their beauty to causing earthquakes during battles with other gods (such as when he sought vengeance against Athens for holding off his sea creature army)."
A cloche (anag) - spiral cavity of the inner ear,cochlea,2,Cochlear canal
Circular ,round,1,Round object
Concerning home affairs ,domestic,1,Domestic matters
Mechanical repetition ,rote,2,Rote task
Falsehood ,lie,2,Mistaken belief
Aperture ,window,3,"Window (for light or sound, metaphorically related)"
Snatch,grab,1,Quickly grab
A monarch's spouse ,consort,1,Queen consort
Surpass ,excel,13,Excel past preconceived notions
Piece of reckless or mischievous conduct ,escapade,13,Impulsive escapade
Breed of horse ,arab,1,Arabian
In these times ,nowadays,13,Nowadays: Another informal expression conveying ideas about the present moment in time.
Young woman entering society ,debutante,6,Young debutante
"Franz ....., Czech author of 'The Trial' ",kafka,2,"His most acclaimed works include ""The Trial,"" ""The Metamorphosis,"" and ""The Castle."" While not Czech by birth (he was born to German-speaking Jewish parents in Prague, then part of Bohemia within the Austro-Hungarian Empire), Kafka's writing is deeply rooted in his experience growing up in a multicultural environment."
Raised crease ,ridge,1,Elevated fold or ridge
