CLUE,ANS,POS
Elbow ,nudge,15
Hungarian ,magyar,2
Answer ,reply,3
Heretofore ,hitherto,7
Illegal state in football ,offside,3
Difficulties to be resolved,problems,9
"Of fruit, skinned ",peeled,1
Slimy substance ,goo,4
Obtained ,procured,3
Madness ,lunacy,4
Wife of Ferdinand V ,isabella,1
Wealth ,riches,1
Thespian ,actor,1
Rich white sauce ,bechamel,1
"Accedes, acquiesces ",assents,3
Serious crime ,felony,1
Orange vegetable ,carrot,1
Extreme fear ,terror,17
Drowsy ,sleepy,1
Valuable ,precious,1
Believed to be guilty but without proof,suspected,1
Lethargic ,languid,7
Speak out against ,denounce,10
Not allowing light to pass through ,opaque,1
Of the nose ,nasal,2
Witch's cat is well acquainted ,familiar,1
