CLUE,ANS,POS
Marsupial ,wallaby,2
Torment lightly ,tease,1
Construction workers ,builders,2
Woven container ,basket,1
Something owed,debt,1
Gather together ,assemble,1
Branch of knowledge ,science,12
Cowshed ,byre,5
Foe ,enemy,1
Data manipulation program ,spreadsheet,1
Minor argument ,spat,5
Easing of hostilities ,detente,7
Flow of air or water ,current,3
Evaluated ,assessed,1
Saturate; precipitous ,steep,21
Young geese,goslings,1
"Bend, distort ",twist,2
Absence of sound ,silence,1
Chocolate substitute ,carob,2
Occasion ,event,12
