CLUE,ANS,POS
Ignorant (of) ,unaware,2
Large wall painting,mural,2
Tragic prince of Elsinore ,hamlet,2
Historic English king ,athelstan,7
Made smaller ,reduced,2
Male singing voice ,baritone,2
"On a ship, train etc ",aboard,1
Greek island ,rhodes,3
"Muse, mull over ",consider,4
Remove rind ,peel,1
Scottish landowner ,laird,2
Curved under-parts of the feet ,arches,10
"Brain operation, once used to treat mental illness",lobotomy,1
"Medium, average, fair ",middling,6
Aimlessly floating ,adrift,3
Sleepwalker ,somnambulist,1
Stopper - Irish port,cork,2
