CLUE,ANS,POS,FOUND IN
Dealer in socks and stockings ,hosier,8,Peddler of hosiery
Ceremony - ritual,rite,1,Sacred rites
Lend an ear ,listen,1,Listen closely
Dress ,clothe,7,Clothed
Pigment made from clay and iron oxide ,ochre,1,Red ochre
"Surrounding, on all sides - light or temperature ",ambient,10,Ambient light
Look closely at lord ,peer,14,Baronet (a title in British peerage)
Imitate like tropical bird ,parrot,5,Parrot-like tunes
Option,choice,1,Available choices
Rear; support ,back,1,Backup
Divisions of a boxing match ,rounds,14,Extension rounds
Broadcast again ,rerun,2,Rerun episode
