CLUE,ANS,POS,FOUND IN
"Sun, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, Pluto",solar system,1,"Inner Solar System members: Mercury, Venus, Earth, and Mars (the four terrestrial planets)"
Had as a purpose ,intended,1,Intended for use or enjoyment
Moneylender who charges excessive interest ,usurer,11,Unethical usurer
Duo ,two,3,Twosome
Acute shortage ,dearth,18,Critical dearth
Greek god of wine and ecstasy ,dionysus,5,Ecstatic celebration (a direct result of Dionysus' influence on human emotions)
Concurred ,agreed,1,Agreed upon
Wimbledon game ,tennis,1,Tennis match
Going too fast ,speeding,18,Over-speeding
Fire-raising crime ,arson,1,Arsonist
Overwhelming fear ,panic,2,Panicked
Dependent (on someone or something) ,reliant,19,Earnestly reliant
Carve a statue ,sculpt,1,Sculpture
Generally liked ,popular,8,Popularly acclaimed
Acceptance ,approval,5,Indication of approval
Case of top cards ,aces,1,Aces high
