CLUE,ANS,POS,FOUND IN
Tree yielding light wood,balsa,2,"Balsa: A type of softwood tree (Bombax tree) native to Central America, producing extremely light but strong wood used in model airplanes, guitars, and other low-mass applications."
Sesame Street character -- patron saint of sailors ,elmo,1,"However, if we were to find an actual historical or mythical figure who could be considered a patron saint of sailors in line with the Sesame Street theme, it would likely involve imaginative interpretation due to the lack of direct correspondence between Saint Elmo and the real-world concept:"
Large property ,estate,1,Extensive estate
Hamlet's mother ,gertrude,1,"Gertrude (the queen in Shakespeare's ""Hamlet"")"
Loose casual trousers,slacks,3,Comfortable slacks
Interlace strands of material ,weave,11,"Cross-linked (can indicate a more complex weave, but context determines suitability for ""interlaced"")"
Criminal deception,fraud,1,Fraudulent act
Local dignitary ,mayor,10,Esteemed mayor/governor (if applicable)
Branch of knowledge dealing with material resources ,economics,3,Economics of resources
Former name for Sri Lanka ,ceylon,1,"While it holds historical significance, it's not a term used as a former name for modern Sri Lanka; however, you might be looking for ""Ceylon"" which was an official name for Sri Lanka during British rule from 1815 until its independence in 1948 and continued to be used by some entities even afterward"
Not long ago ,recent,1,Recently
Early artilleryman ,cannoneer,7,Newly enlisted cannoneer
