CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,1
Scintillate ,sparkle,17
New Zealander ,maori,2
Publicise ,advertise,1
Over to the other side,across,1
Pouched animal from down under ,kangaroo,1
Back (in time),ago,1
Infer ,deduce,1
Flat-bottomed barge ,lighter,5
"Obstinate, tenacious ",stubborn,2
Kayak-like boat,canoe,1
Organ of hearing ,ear,1
Strong wind ,gale,1
Narrow valley with a stream ,glen,1
Fame ,stardom,13
Foe ,enemy,3
"Coin issued Jan first, two thousand and two ",euro,3
