CLUE,ANS,POS
Interconnected system of things or people ,network,1
Italian city (with two gentlemen),verona,13
Woolly animals ,sheep,1
Official record of names etc. ,register,19
Death notice ,obituary,1
Cage(s) to keep birds ,aviary,1
Hence ,thus,3
Not proper or suitable ,unseemly,8
Cooking stove,range,2
Alfred Hitchcock was the master of it ,suspense,1
Small crude shelter ,hut,2
Bantu language ,swahili,1
"Surgical thread, seam ",suture,1
City in Sweden ,uppsala,4
Device to reduce vibrations ,shock absorber,4
Private in the British Royal Engineers ,sapper,7
Breadwinner ,earner,1
Showing no joins ,seamless,2
