CLUE,ANS,POS,FOUND IN
Step on ladder ,rung,8,Rung by rung
Take a loan of ,borrow,5,"Calculate how much you need to borrow, factoring in both the amount required for your purpose and any additional fees associated with securing the loan"
Recoil from a slangy psychiatrist ,shrink,17,Shrink away (slightly colloquial)
Cricket team ,eleven,1,Eleven players
Reconnaissance unit ,patrol,5,Patrol unit
Hostile reaction,backlash,14,Spiteful backlash
"Bob -, Blowin' in the Wind singer ",dylan,9,"Bob Dylan, real name: Robert Zimmerman"
Bar parlour - comfortably placed ,snug,11,Snug corners
Strive - proceed with difficulty,struggle,8,Struggle against
Characteristic of rural life ,rustic,19,Rustic charm
