CLUE,ANS,POS,FOUND IN
Scene of Falklands battle,goose green,1,Battle of Goose Green
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Large gun ,cannon,9,Oversized cannon
Alliance ,guild,8,Guild alliance
Freshwater sea of Israel ,galilee,2,The Sea of Galilee
Strong wind ,gale,1,Gale-force breeze
"Source, derivation ",origin,2,On tap: This expression originates from early water systems where a tap valve was installed in walls to allow easy access to drinkable water
Burial place ,tomb,2,Tombstone location
Mental picture; idol ,image,1,"Visualization: A detailed, vivid image or scene created in one's mind, such as a serene beach or bustling city street."
"Small beetle, crop pest ",weevil,11,Weevils
Reckoning of a debt or of votes ,tally,4,Tallying
Feeling of boredom ,ennui,11,Ennui (a deep sense of boredom)
Jealousy ,envy,11,Insecure behavior (when triggered by envy)
Cutting tools,knives,4,Anvil-shaped knives
Computer network ,internet,4,Internet protocols
Tin alloy used to make plates and mugs,pewter,5,Bismuth pewter
Pedantically find fault ,nitpick,1,Overly nitpicking details
"Stately old dance, takes only a minute ",minuet,12,Momentous Minuet
"Shrewdness, good for business ",acumen,2,Savvy: Having practical knowledge and experience in a particular area; especially relating to business acumen.
Arrogant people are often described as high and . . . . . . ,mighty,11,High and mighty
