CLUE,ANS,POS,FOUND IN
Hopelessness ,despair,15,Inescapable despair
Tree-dwarfing art ,bonsai,8,"Bonsai (while not exactly ""art,"" it is an artistic representation of miniature trees)"
Outline drawing ,sketch,1,Sketching blueprints
Pennant ,banner,2,Banner-like emblem
Gulliver's first name ,lemuel,2,Lemuel (Lemuel Gulliver)
It used to be Constantinople ,istanbul,10,Once thriving city (Istanbul)
Part of the ear ,lobe,6,Earlobe
Transparent part of envelope,window,1,Windowpane
Captivate ,enthral,1,Enthrall
Person who paddles a kayak or suchlike ,canoeist,15,"Canoeist (specifically for someone who navigates a canoe, which also involves paddling)"
Slow lazy accent ,drawl,18,Falstaffian drawl (inspired by Sir John Falstaff in Shakespearean comedies)
Dealer in knives and forks ,cutler,1,Cutlery trader
Be boisterous ,roister,20,Roistering
Odours ,smells,17,Odorous compound identification (scientific approach to smells)
Underground room ,cellar,4,Hidden cellar
Woollies ,knitwear,1,Knitwear store
