CLUE,ANS,POS
Conveyance for transport ,vehicle,1
Away ,absent,6
Single cash payment ,lump sum,1
Consume ,eat,1
Country dweller,villager,9
Point directly overhead ,zenith,1
Performance venue ,arena,5
Dirt on a liquid's surface ,scum,8
Facilitate ,ease,8
Rejoice - observe - perform ,celebrate,1
Reflective surface,mirror,1
Brush gently - coup,stroke,2
"Glass triangle, separates light into colours ",prism,1
Large felines of forests ,tigers,2
Bluish shade of green ,teal,1
Native of Grecian capital ,athenian,1
Sheltered terrace attached to a house ,veranda,2
Heartfelt,sincere,1
