CLUE,ANS,POS,FOUND IN
Group of fish ,shoal,7,Shoal of fish
Drawings showing how things work ,diagrams,1,Mechanical schematics: Detailed diagrams representing the internal components and functionality of machines or devices.
Net for fishing at sea ,trawl,3,Marine trawl
Prolonged public dispute,controversy,1,Ongoing controversy
Gain by work ,earn,1,Earn a living wage
Pig meat ,pork,8,Pork industry output
Branch of mathematics ,arithmetic,3,"It deals with various problems related to divisibility, prime numbers, Diophantine equations, modular arithmetic, and more"
Hold affectionately ,embrace,17,Loving embrace
Scrounge ,beg,4,Beggar: A person who asks for money or charity due to extreme poverty or lack of basic necessities like food.
Wallpaper remover ,scraper,14,Removal tool kit (including scrapers and brushes)
Periods of activity ,sessions,12,"High-intensity interval training (HIIT) sessions, symbolic of short bursts of activity followed by rest"
Unpleasant coldness ,chill,1,Discomforting chilliness
Totalitarian Russian leader,stalin,1,Joseph Stalin
Resolve; come down ,settle,10,Reach settlement in dispute
