CLUE,ANS,POS
"Of Khartoum, say",sudanese,1
Midday ,noon,1
Go berserk ,run amok,8
Equipped with weapons ,armed,1
Himalayans often working as guides ,sherpas,1
Getting prepared ,readying,2
Cooking vessel; god ,pan,2
In another country ,abroad,1
Grind between the teeth ,chew,6
Complete ,finish,1
Motley ,varied,2
Modernised,updated,3
Women's underwear ,lingerie,3
Yelled ,screamed,2
Old calculator ,slide rule,3
Having a scent ,odorous,5
"Make certain, confirm ",ensure,5
Walk obliquely ,sidle,3
Came back ,returned,1
Verse ,stanza,3
Of great worth ,valuable,1
Inclined to let people off lightly ,lenient,1
Travelling bag ,suitcase,1
Small rounded bread ,roll,4
