CLUE,ANS,POS
Merchandise ,wares,3
Baby's bed ,cot,3
Filaments of a spider's web ,gossamer,6
Instrument for viewing at a distance ,telescope,1
Stop doing something ,desist,1
Steadfast ,immovable,9
Visionary ,seer,3
Son of a sovereign ,prince,1
Over the moon ,ecstatic,2
Highly profitable ,lucrative,2
N. American native ,apache,17
Not able to be seen ,invisible,2
In any event ,anyway,7
Yorkshire river ,ure,5
Type of fuel ,diesel,2
Epic poem ,iliad,4
Outlook or aspect ,prospect,8
Soak through,permeate,5
Governing body of the Roman Catholic church ,curia,5
