CLUE,ANS,POS,FOUND IN
Garden frame for climbers ,pergola,5,Pergola railing
Primate with a long tail ,monkey,2,Spider monkey
Remove skin as from apple ,peel,2,Peeled
Happening every evening ,nightly,1,Nightly occurrences
Crescent shaped lunar appearance ,new moon,3,New Moon's Ascending
Louisiana cuisine ,creole,2,"Jambalaya: A Creole dish with Spanish influence, featuring rice, chicken or seafood, tomatoes, onions, green bell peppers, garlic, and various seasonings like thyme, cayenne pepper, and paprika"
Chemical indicator ,litmus,2,"Probe for detecting a particular chemical property or reaction, like acidity (e.g., litmus paper)."
"Assam, for instance ",tea,5,Rich tea gardens and oilfields
Existing in fact ,actual,4,Factual existence
Dancing like Australia's Matilda ,waltzing,13,"Waltzing gracefully (referring to Matilda Ashton's appearance in ""Matilda"")"
