CLUE,ANS,POS,FOUND IN
River at Jarrow ,tyne,1,Tynefrontage
Burning fiercely ,flaming,9,Flaming vigorously
Regular customer; backer ,patron,1,Frequent patron
Underwater missile,torpedo,7,Torpedo (generic term)
First lady ,eve,18,"Advocate for children's rights (e.g., Eleanor Roosevelt)"
A kind of fish zoo ,aquarium,1,"Aquarium (though not exclusively for fish, it's a place where various aquatic life including fish can be kept)"
"... the Terrible, 16th-century ruler of Russia ",ivan,1,"Ivan IV (""Ivan the Terrible"")"
Pine leaves,needles,4,Pinus needles
Great ape of film ,king kong,1,"Gorilla - ""King Kong"""
Relating to citizens ,civic,15,Civic-minded individual
"King (I of England, VI of Scotland)",james,3,James I
"Initially and formally, flying saucers ",ufos,2,UFOs (Unidentified Flying Objects)
