CLUE,ANS,POS
Beautiful insect and swimming stroke ,butterfly,2
In a tidy manner ,neatly,1
Cultivated plot of ground ,garden,1
Pull hard ,heave,5
Particular feature ,aspect,7
Waterway ,canal,1
Island country in the Persian Gulf ,bahrain,1
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,2
Type of savoury tart ,quiche,1
Vocalist ,singer,1
Act imposed for sin ,penance,1
Ungenerous,stingy,2
Forbearing ,tolerant,2
Of dogs,canine,1
Outline drawing ,sketch,2
Abraham's wife (OT) ,sarah,2
Reasoning ,logic,1
Power of creative thought ,imagination,1
