CLUE,ANS,POS
Arduous walk,trek,1
Interconnected system of things or people ,network,1
Italian city (with two gentlemen),verona,1
Woolly animals ,sheep,1
Official record of names etc. ,register,9
Cage(s) to keep birds ,aviary,1
Academic robe ,gown,4
Gain knowledge ,learn,1
High quality brandy,cognac,1
Alfred Hitchcock was the master of it ,suspense,1
"Predicament, difficulty ",plight,9
Erase ,delete,3
A kind of accordion ,melodeon,21
Small crude shelter ,hut,1
Bantu language ,swahili,1
"Surgical thread, seam ",suture,2
Supple ,lithe,11
City in Sweden ,uppsala,4
Debatable ,arguable,5
Device to reduce vibrations ,shock absorber,4
Struck ,smacked,4
Showing no joins ,seamless,1
Light coloured,fair,2
