CLUE,ANS,POS
Nature abhors one ,vacuum,1
Firm ,solid,3
"Keepsake, souvenir ",memento,1
Make better ,improve,1
Many-coloured gem ,opal,1
Power to withstand hardship ,endurance,3
Arm joint,elbow,3
Kingsley Amis novel ,lucky jim,1
Very famous person ,legend,11
Thick liquid for skin ,lotion,3
Disease inflaming the big toe ,gout,1
Monetary unit ,dollar,1
Child's toy on a string ,yo-yo,7
Stand firm against ,resist,2
Shielded ,sheltered,14
Hole (for shoelace) ,eyelet,1
Ladies' hosiery,tights,3
List of times and places for events ,schedule,2
Fight ,battle,1
Made ready (to fire) ,primed,2
Broad ,wide,1
Strain ,tension,2
Christian Creed adopted in 325 a.d. ,nicene,1
Not sacred ,secular,2
Coral island ,atoll,1
Improve equipment or promote ,upgrade,1
Laughable ,risible,2
Pilgrim Fathers' ship ,mayflower,1
