CLUE,ANS,POS
Taurus,bull,1
Origins ,roots,2
Breaks out suddenly ,erupts,1
Travel through an area to learn about it ,explore,1
Appeal,allure,6
A simple or old song ,ballad,1
Savoury jelly ,aspic,1
Proximity ,closeness,2
State-of-the-art ,cutting-edge,1
Swapping ,exchanging,2
Attack by planes,air raid,3
Wardrobe ,closet,1
The kneecap ,patella,1
Field of grass ,meadow,2
Subdivisions in theatre ,scenes,2
Part of a machine with a plunging motion ,piston,1
Handle something awkwardly ,fumble,1
Sound right,ring true,6
Diminishes or puts at rest ,allays,1
Not all ,some,1
Offer of marriage ,proposal,1
Compunction ,remorse,8
