CLUE,ANS,POS,FOUND IN
Kind of small trout - burn it black ,char,1,Brook trout (might get charred while cooking)
Tolerate,bear,3,Bearable situation
Break loose - flight,escape,10,Avian escapee
Escape route ,egress,11,Balcony egress
Sea-creature resembling tortoise ,turtle,3,Box turtle (some species may resemble sea creatures in appearance but are not actual marine animals)
Of the Middle Ages ,medieval,6,Medieval Warm Period
Capable to be read ,legible,3,Legible content
Carry ,bear,20,Bearer
Prolong ,protract,9,Protracted
Temporary period of quiet ,lull,1,Lullaby
Rosemary perhaps ,herb,9,Rosemary bouquet garni (herb bundle)
Immature insect ,larva,1,Larvae
He's the one owed the money ,creditor,2,Creditor due
Liable to sulking,moody,16,Moody individual
Find - remnant of something,trace,13,Trace element
Sound of someone walking ,footfall,11,Pacing footfall
