CLUE,ANS,POS
Partially viewed ,glimpsed,1
Fast Brazilian dance ,lambada,5
Excerpts from a film - or aggressive outbursts ,scenes,2
Kind of rehearsal like thirsty trot ,dry run,16
Crosswise ,transverse,16
"King Edward VIII, latterly",duke of windsor,6
Aperture for lock opening ,keyhole,1
Short ,brief,1
Designed to reduce wind resistance,streamlined,3
Towers attached to mosques ,minarets,1
Lowest point ,nadir,4
Strong and sharp-smelling ,acrid,19
"Serious, solemn ",earnest,5
Geometrical figure ,rhombus,11
Competing ,vying,4
Trapped ,cornered,13
Disagreement,dissent,5
Male singer ,baritone,2
Large American vulture ,condor,2
Fish ,eel,13
Careful and persistent work or effort ,diligence,1
