CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Composer or performer ,musician,19,Folk musician Bob Dylan
Large gun ,cannon,16,Massive cannonball (not a gun but related to large projectiles)
Readily apparent ,evident,4,Blatantly evident
Freshwater sea of Israel ,galilee,4,Sea of Galilee (related but not freshwater)
Strong wind ,gale,5,Gale-force
"Source, derivation ",origin,1,"On tap: Derived from the phrase ""on tap,"" which originally referred to beer being poured directly from a keg into a glass"
Mental picture; idol ,image,3,Imagery-laden
Reckoning of a debt or of votes ,tally,3,Tallying
Jealousy ,envy,10,Discontent due to envy
Computer network ,internet,6,Internet grid
Devotion (to a task) ,dedication,21,"Therefore, these synonyms reflect dedication to a task without implying astrological symbolism."
Tin alloy used to make plates and mugs,pewter,6,Pewter alloy (contains tin)
Pedantically find fault ,nitpick,3,Prone to nitpicking minor issues
"Shrewdness, good for business ",acumen,3,Business acumen
Arrogant people are often described as high and . . . . . . ,mighty,6,High-and-mighty
