CLUE,ANS,POS
Combination ,union,6
Talon ,claw,1
Incapable of motion ,immobile,2
Degree document ,diploma,1
A thieving bird ,magpie,2
Young horse ,colt,2
Showy flower ,orchid,1
"Deadlock, stalemate",impasse,1
Leading performer,star,1
Genuflect,kneel,3
Spoil ,mar,3
Teesside town ,middlesbrough,1
Colour for aristocracy or emperors ,purple,1
Group of states ruled by one ,empire,1
Flock,herd,7
Spiny succulent ,cactus,1
Fine earthenware ,porcelain,9
Imaginary place of great wealth and opportunity ,el dorado,1
Place for steam treatment ,turkish bath,17
Cosmos ,universe,1
Cordial,warm,2
Encourages,urges,1
"Detached, kept apart ",isolated,3
Claw ,talon,4
Figure of a person made of ice crystals ,snowman,1
Second showing?,replay,18
Carnivorous large cat,tiger,2
