CLUE,ANS,POS
Pieces of broken glass ,shards,1
South African currency,rand,1
Young cow ,calf,1
Building for travellers ,hotel,1
"Differ, dissent",disagree,3
Treat with disrespect ,insult,3
Person who jeers speaker from the crowd ,heckler,1
"Uninvolved, distant ",aloof,2
Way of bearing one's body ,posture,1
Spud ,potato,1
Pennine town in Greater Manchester ,rochdale,2
Legal enactment ,statute,3
Woman's garment,blouse,3
Gift (to charity) ,donation,1
"Keenness, avidness ",eagerness,3
