CLUE,ANS,POS,FOUND IN
Animal or vegetable pouch,sac,19,"Vegetable sack (used in farming contexts, a large canvas or burlap container to transport vegetables)"
Belonging to them ,their,1,Theirs
Dirge ,lament,1,"Lamentation - expression of grief or sorrow, often through music or poetry."
Irish police ,garda,1,"Gardaí - The national police service in Ireland, derived from the Gaelic word for guardianship."
Take too much food ,overeat,1,Overeater
Transport - series ,cycle,6,Bicycle Collection
Vegetable resembling celery,fennel,7,Fennel bulb
Chrysler Building city,new york,2,"Landmark - A well-known landmark, the Chrysler Building stands tall in New York City as a symbol of American industrial success and innovation."
"-- Monroe, US actress ",marilyn,1,Marilyn - A famous American actress who was active during and after the era of President Harry Truman but did not have any direct connection to President James Monroe or his time in office.
"Examined, tried ",tested,4,Trial-tested
