CLUE,ANS,POS,FOUND IN
Use up,exhaust,2,Exhaust supply
Devout follower,disciple,11,Wholeheartedly committed disciple
Cricket honour in the fire ,ashes,4,Recognition turned to ashes
Throw ,fling,18,Unmindful fling
Strongly want ,desire,1,Deep desire
Stone pillar tapering towards a point ,obelisk,3,Tapered obelisk
Raised platform ,dais,14,Raised dais
A sailor's traditional song ,shanty,1,Sea Shanty
Scottish island,skye,5,Skye - the largest and most populous island in the Inner and Western group
Plunge ,dive,1,Deep dive
Connection ,link,1,"Associate: Link or relate two concepts, ideas, or items together based on commonalities."
Gobsmack,astonish,1,Utterly astonished
Supplication ,request,3,Sincere request made humbly
"Chest bones, may be floating ",ribs,4,Floating ribs
Parade ,march,1,Marching group
