CLUE,ANS,POS
Largest Greek island ,crete,1
Type of nut ,cashew,6
Without assistance ,unaided,2
Musically it's a long way to this Irish county ,tipperary,18
Decayed or corrupt ,rotten,2
European capital ,oslo,13
Passenger ship ,liner,2
Salad vegetable ,lettuce,2
Precious stone ,sapphire,4
Given to bragging ,boastful,3
Bird's beak ,bill,2
Osteopath's technique ,manipulation,2
Massacred ,butchered,13
Tycoon ,magnate,2
Primitive aquatic plant,alga,11
Famous battle in Texas launched by the Mexican army ,alamo,2
Finger-shaped cake with cream filling ,eclair,2
Evergreen tree for Gaelic men ,fir,2
Within the bounds of belief,credible,4
Metal beam,girder,37
