CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Throw away ,jettison,20,Jettison (as in jettisoning something unnecessary)
Strong wind ,gale,8,Gale-force (strong winds)
Mental picture; idol ,image,21,"For example, ""dreamy"" might conjure up an image of a beautiful and unattainable ideal, while ""idolized"" might suggest someone who is greatly admired or revered."
Reckoning of a debt or of votes ,tally,3,Tallying
Computer network ,internet,5,Internet Protocol (IP)
Definite article ,the,1,The definite article is used to indicate a specific or previously mentioned noun
Pedantically find fault ,nitpick,2,Nitpicking
Cut of meat from the lower back and sides,loin,2,Sirloin
Carries out orders,obeys,7,Obeys commands
