CLUE,ANS,POS,FOUND IN
Wheedle - coax,cajole,2,Cajole subtly: Employing smooth talk and persuasive language to influence another person's actions
Fail; girl ,miss,1,Misstep
"Comfort, rest ",ease,12,Comforting: Providing a sense of physical or emotional ease and relaxation.
"'Once . . . . . ., twice shy' ",bitten,1,"Once bitten, twice shy"
Delight; magical object ,charm,2,Charming artifact
Books of maps ,atlases,12,Historical atlases (depicting changes in political borders or settlements across eras)
Standard score for golfers ,par,3,"Course rating: A measure of the difficulty of a golf course, typically represented in par or as a numerical value, which helps determine a golfer's performance relative to others on that particular course."
Moose ,elk,20,Bull elk's lesser cousin (though not scientifically accurate; this is a creative interpretation to describe young male moose with large antlers)
Radio interference ,static,4,Intermittent static
Abusive harangue ,diatribe,5,Hostile diatribe
Snooker stick ,cue,1,Cue: A general term for a pool cue or billiards stick.
Weather ,climate,7,"Pleasant, balmy climate"
Specialised language,jargon,1,Technical jargon: Terms specific to a particular field or profession used by experts within that domain.
Skating venue ,rink,1,Ice rink
Happen again ,recur,2,Recurrent event
First performance ,premiere,5,Premiere display
