CLUE,ANS,POS
Means of help in project ,resource,7
Hand tool for plasterers or gardeners ,trowel,1
Cavity in head ,sinus,1
Promise or pawn ,pledge,6
Ha-ha or peculiar? ,funny,14
Loathes and detests ,abhors,2
Any plane figure with straight sides ,polygon,15
CS Lewis' fictional realm,narnia,1
Church's policy ,doctrine,7
White coating caused by damp ,mildew,3
Disease of pigs ,swine fever,1
Period learning a trade ,apprenticeship,1
Bird used in falconry ,goshawk,9
Regular traveller to work ,commuter,1
Reuse (old ideas) with little improvement ,rehash,2
