CLUE,ANS,POS
In an astute manner ,shrewdly,2
Not present ,absent,1
A fencing sword ,epee,3
Woody tropical grass ,bamboo,1
Goodbye ,adieu,2
Microscopic organisms ,bacteria,1
Wave rider ,surfer,1
Newt-like amphibian ,salamander,1
Legitimate - deserved ,rightful,20
Absence of emotion or enthusiasm ,apathy,1
"Harry ......, famous American escapologist ",houdini,1
Aroused; agitated ,stirred,11
Papal court ,curia,5
Mildly diverted or entertained ,amused,1
Florida resort ,palm beach,9
Entrust responsibility to an agent ,delegate,1
Require ,need,1
The Psalmist ,david,1
Person dying for a cause,martyr,1
