CLUE,ANS,POS,FOUND IN
Academy award ,oscar,2,Oscar Champion
Moisture condensed at night ,dew,1,Night-dew
Tosca composer ,puccini,1,Puccini: Gaetano
Daydream ,fantasy,1,Fantasy world
Magnitude ,size,1,Size or extent
Man or beast ,animal,1,Animalistic qualities
Shield from danger ,protect,1,Protected
Remains of a prehistoric plant or animal ,fossil,1,Fossilized remains
Car ,motor,2,Motorcar
Permissive,tolerant,2,Tolerant: Willing to allow behaviors or practices that one might not necessarily agree with.
What makes us different,gene,5,"Physical attributes: Genetics give rise to our heights, body shapes, facial features, skin colors, and other biological traits that set us apart."
"American state, capital Juneau ",alaska,1,Alaskan - As Juneau is the capital city of the U.S
The Cape of Good - ,hope,2,Hopeful outlook
Great American inventor ,edison,1,Thomas Alva Edison
