CLUE,ANS,POS,FOUND IN
Put a new surface on ,reface,17,Rereface
Interchange of commodities without hinder ,free trade,16,Free trade flow
Underground chapel ,crypt,13,Encrypted confessional booth
Automation ,robot,1,Robotics
District of the Gironde ,m,2,Midi-Pyrénées
Sticky substance ,goo,2,Gooey
Contract of insurance ,policy,1,Policy document
Part of London (or Alberta) ,edmonton,15,Edmonton (Alberta)
Speak to the residence ,address,5,Address occupants
Classical dance ,ballet,11,"Ballet (often considered Western classical dance, but can be included here for its structured technique akin to Indian classical dances)"
