CLUE,ANS,POS
Exterior ,outer,4
"Safe, free from danger ",secure,1
Fruit; reddish-purple ,plum,2
Jumping rod with a spring,pogo stick,2
Shook,trembled,1
Looker-on ,spectator,1
Small sandpiper -- fastening device ,knot,11
Plimsolls ,pumps,9
Hard felt hat ,bowler,3
Forced out of office ,ousted,1
US state ,illinois,13
Travel instantly (sci-fi) ,teleport,1
Less wet ,drier,1
Brief and to the point ,concise,1
Woven from wool ,knitted,3
Narrow passage in sea ,strait,1
German emperor ,kaiser,1
Marry ,wed,1
Type of flower ,lily,2
Full of exciting adventures (as costume drama) ,swashbuckling,1
West African river ,gambia,6
Tropical tree or hand part ,palm,2
Commerce ,trade,2
Craft or container ,vessel,2
