CLUE,ANS,POS
"Listening device, insect or electronic fault ",bug,12
Nature abhors one ,vacuum,1
Firm ,solid,3
"Keepsake, souvenir ",memento,1
Flower ,bloom,2
Make better ,improve,2
Many-coloured gem ,opal,1
"Podiums, platforms ",daises,4
Power to withstand hardship ,endurance,5
Arm joint,elbow,1
Naked ,nude,4
Highway ,road,1
Thick liquid for skin ,lotion,2
Fungi ,mushrooms,3
Grind (teeth),gnash,1
Monetary unit ,dollar,1
Peculiarity of phrase in a language ,idiom,2
Shielded ,sheltered,5
Hole (for shoelace) ,eyelet,7
Ladies' hosiery,tights,2
Fight ,battle,6
Made ready (to fire) ,primed,1
Broad ,wide,1
Strain ,tension,3
Not sacred ,secular,4
Chain of rocks underwater ,reef,1
