CLUE,ANS,POS
Serenade,love song,1
Access ,entry,1
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,1
Yields to another's wish ,defers,5
"Complete, absolute ",total,2
Return to earlier state ,revert,1
West African country ,mali,4
Major Asian river ,indus,5
Musical instrument like a small guitar ,mandolin,3
Demand firmly ,insist,1
Branch of mathematics ,algebra,1
Underground passage ,tunnel,1
Devilment or roguishness ,mischief,1
"Adversary, antagonist ",opponent,1
Of more than one ,plural,4
Regular habit ,ritual,5
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Rising warm air ,thermal,1
Bird expert ,ornithologist,1
Group of families,tribe,2
Loud cry of a bull ,bellow,6
"Handle, run ",manage,1
Discomfort due to changing time zones when flying,jet lag,1
