CLUE,ANS,POS
Ill health,sickness,9
Purse worn with kilt ,sporran,2
Letters denoting holder of university doctorate ,phd,1
Venerate ,respect,2
Bustle; occupation ,activity,7
Absence of difficulty ,ease,8
Near the kidneys,adrenal,1
Ugly and offensive sight ,eyesore,1
Take possession of house - again ,reoccupy,2
Influence someone deviously ,manipulate,2
Creator of dance routines ,choreographer,1
Went in ,entered,7
Producing much ,prolific,4
Story with a hidden meaning ,allegory,1
Give way ,yield,1
Indication,sign,4
Exercise by repeated practice -- bore ,drill,1
Wrong ,incorrect,3
Place to keep and exhibit objects of interest ,museum,1
"Identifying, citing ",naming,15
Woodwind instrument,oboe,3
Capital of Colombia,bogota,1
That is (Latin),id est,16
Inert gas ,xenon,5
Seat ,chair,2
