CLUE,ANS,POS
"Listening device, insect or electronic fault ",bug,7
Trendy body joint? ,hip,8
Firm ,solid,3
"Keepsake, souvenir ",memento,1
Make better ,improve,1
Many-coloured gem ,opal,6
Power to withstand hardship ,endurance,4
Arm joint,elbow,1
Highway ,road,20
Imperial weight ,ounce,9
Very famous person ,legend,5
Regard ,esteem,1
Grind (teeth),gnash,15
"Translate, decode",interpret,1
Monetary unit ,dollar,1
Peculiarity of phrase in a language ,idiom,1
Stand firm against ,resist,1
Shielded ,sheltered,5
Hole (for shoelace) ,eyelet,2
Ladies' hosiery,tights,1
List of times and places for events ,schedule,2
Former ruler of Iran,shah,1
Fight ,battle,1
Broad ,wide,3
Strain ,tension,1
Not sacred ,secular,5
Chain of rocks underwater ,reef,1
Coral island ,atoll,1
Improve equipment or promote ,upgrade,1
Pilgrim Fathers' ship ,mayflower,1
