CLUE,ANS,POS
Bloodsucker; early doctor ,leech,7
Roman Emperor notorious for vice and luxury ,nero,1
Wash with clean water,rinse,3
Clown,jester,2
Get away ,escape,1
"Rudyard --, author ",kipling,1
Sorcerer ,magician,6
Thrilled ,excited,1
Casual shoes ,sneakers,1
Burrowing marsupial ,wombat,9
Of soldiers and warfare ,military,1
Whirlpool ,eddy,3
Naval asset ,warship,8
Straggly ,wispy,14
Lapwing-like bird ,plover,13
Came into sight ,appeared,2
Marine - living in water ,aquatic,1
Abundant in quantity ,copious,3
Small falcon ,merlin,3
Dramatic prince of Denmark ,hamlet,1
Sermons are preached from it ,pulpit,1
Vocalist ,singer,1
"Undamaged, not broken ",intact,1
Ocean ,sea,1
"Pablo -, Spanish painter/sculptor ",picasso,1
Sudden impulse ,whim,7
Small landmass ,islet,4
Picture-house,cinema,1
