CLUE,ANS,POS
Workplace representative of unionised employees ,shop steward,2
Unit of power ,watt,1
Rubber covering on a wheel ,tyre,2
Pet rodent ,gerbil,2
Record of events year by year,annals,2
Shack ,hovel,16
Flying horse of myth ,pegasus,1
"Tiny organisms, can be good or bad ",bacteria,1
Food cupboard ,larder,3
They're surrounded by water ,islands,9
Not fully developed ,immature,1
Incompetent or awkward ,inept,3
Personal teacher ,tutor,2
French port ,le havre,3
Gain knowledge ,learn,1
Frightened ,scared,2
US horse race,kentucky derby,25
