CLUE,ANS,POS
Nauseous when flying,airsick,3
Anger ,ire,1
.... sapiens is the human species ,homo,20
Orderly and clean ,neat,1
Agricultural labourer of low status ,peasant,15
Servitude ,bondage,2
Engulfing swirl of e.g. whirlpool ,vortex,3
"Practical, no-nonsense",down-to-earth,4
Asian desert ,gobi,1
Full of praise ,laudatory,3
Characterized by intense feeling ,emotional,1
Asian country ,vietnam,13
Brief light fall of rain ,shower,1
Miser ,skinflint,4
Sofa bed ,futon,1
Polish; glow ,shine,2
Beatle ,ringo,4
Miniature whirpools ,eddies,5
House or hotel visitors ,guests,1
Put right ,amend,11
This job does not require all of the working week ,part-time,1
Utter with excited cries,whoop,6
Country of Pharaohs ,egypt,1
Gambling house ,casino,1
Strong cord ,rope,1
"Upper class, nobility ",aristocracy,1
Bath ,tub,1
Uttered - bicycle wheel part ,spoke,1
