CLUE,ANS,POS
"Listening device, insect or electronic fault ",bug,18
Flower ,bloom,1
Make better ,improve,8
Many-coloured gem ,opal,8
Power to withstand hardship ,endurance,3
Arm joint,elbow,1
Naked ,nude,4
Highway ,road,1
Imperial weight ,ounce,5
Thick liquid for skin ,lotion,3
Monetary unit ,dollar,1
Stand firm against ,resist,3
List of times and places for events ,schedule,5
Former ruler of Iran,shah,1
Fight ,battle,3
Not sacred ,secular,2
Chain of rocks underwater ,reef,1
Coral island ,atoll,1
Improve equipment or promote ,upgrade,3
Pilgrim Fathers' ship ,mayflower,1
