CLUE,ANS,POS,FOUND IN
Promissory note ,iou,1,IOU (I Owe You)
Great poet of ``Paradise Lost'' ,milton,1,Miltonic
Is that so?,really,1,Really?
Get thinner towards the end ,taper,7,Taper candles
"Valiant, courageous ",heroic,2,Heroic  
Raincoat ,mac,3,Macintosh
Talk incessantly ,chatter,1,Chatterbox
Dreamlike ,surreal,1,Surrealistic
Not closed or secret ,open,1,Opened
Porous substance to soak up ,sponge,2,Sponge-like
Short version of a type of company ,plc,8,PLC (Public Limited Company - UK)
