CLUE,ANS,POS
Eucharistic cups ,chalices,1
Strikes attidude for artist ,poses,1
Ravine ,gorge,1
"Apprise, notify ",inform,2
Muggy ,humid,1
Without fixed limits or restrictions,open-ended,4
"Drink, maybe philtre ",potion,3
"Horrified, shocked ",aghast,8
Tennis court feature ,net,1
Damage ,harm,2
Egyptian goddess ,isis,1
Interlaced link of hair strands ,braid,1
Sudden apprehension and fear ,alarm,10
Wrongly understand ,misinterpret,1
Easy - without suffering ,painless,4
Thighbone ,femur,1
