CLUE,ANS,POS,FOUND IN
Heretofore ,hitherto,7,Hitherto unseen or undiscovered
Difficulties to be resolved,problems,1,Problems yet unsolved
"Of fruit, skinned ",peeled,5,Unpeeled citrus
Slimy substance ,goo,8,Oozy goop
Wait in line,queue,1,Queued up
Wife of Ferdinand V ,isabella,4,"Isabella II of Castile (by marriage, but not the wife of Ferdinand V)"
Wealth ,riches,20,Superfluous riches
Rich white sauce ,bechamel,12,Bechamel (another type of rich white sauce)
Orange vegetable ,carrot,1,Carrots
Wages ,pay,2,Salary or wage payment
Extreme fear ,terror,13,Haunted by terror
Drowsy ,sleepy,7,Sleepy feeling
Levy on vehicles using public thoroughfares,road tax,8,Road taxation
Valuable ,precious,7,Precious commodity
Believed to be guilty but without proof,suspected,3,Suspected individual
Of the nose ,nasal,2,Nasal cavity
Burnt residue ,ash,1,Ashes
Inveigle ,entice,5,Entice gently
Witch's cat is well acquainted ,familiar,1,Familiar feline companion
