CLUE,ANS,POS
Means of help in project ,resource,4
Impelled ,driven,3
Hand tool for plasterers or gardeners ,trowel,1
Promise or pawn ,pledge,1
Adhesive ,glue,1
Risk-free risk? ,safe bet,3
Orderly ,methodical,4
Loathes and detests ,abhors,1
CS Lewis' fictional realm,narnia,1
Audibly ,out loud,1
Long-faced ,glum,5
Always winning,unbeaten,5
White coating caused by damp ,mildew,2
Herb ,thyme,3
Period learning a trade ,apprenticeship,1
Bird used in falconry ,goshawk,11
Small people ,children,1
Furrow ,groove,2
Regular traveller to work ,commuter,1
"-- Radcliffe, English long-distance runner ",paula,1
