CLUE,ANS,POS
Torment lightly ,tease,1
Construction workers ,builders,1
Region of South America ,patagonia,1
Woven container ,basket,1
Something owed,debt,1
Easy gallop,canter,1
Warlike ,bellicose,2
Go to live abroad ,emigrate,1
Gather together ,assemble,3
Branch of knowledge ,science,19
Foe ,enemy,1
Minor argument ,spat,7
Easing of hostilities ,detente,6
Flow of air or water ,current,1
Obtains ,gets,1
Evaluated ,assessed,1
Become limp,droop,9
Nabokov heroine ,lolita,2
Saturate; precipitous ,steep,21
Scottish monster ,nessie,20
Young geese,goslings,1
"Bend, distort ",twist,2
"In yoga, a centre of spiritual power in the body ",chakra,1
Make longer ,extend,1
Frank ,open,7
Absence of sound ,silence,1
Chocolate substitute ,carob,1
Occasion ,event,1
Series of eight notes in music ,octave,2
