CLUE,ANS,POS,FOUND IN
It's imagined ,idea,3,Conceived idea
Divided peninsula ,korea,1,Korean Peninsula
Make young again ,rejuvenate,1,Rejuvenated
Corkscrew shape ,spiral,2,Twisted spiral
Track,path,9,Trace the path
Ultimate ,last,17,Last resort
Reproductive unit ,egg,3,Ovum (egg cell)
"Sudden, short attack ",raid,6,Precipitous raid
Distinguish oneself -- XL ,excel,1,Excellent
Tanned animal skin ,leather,2,Cured leather
Superior skill,artistry,14,Exceptional artistry
Discarded assortment (for sale?) ,jumble,1,Jumble Sale
Reject ,spurn,8,Spurned
"Showy, worthless trinket ",gewgaw,5,Worthless gewgaw
Hearing attentively ,listening,1,Listening intently
Reddish-brown,chestnut,17,Baked chestnuts skin
