CLUE,ANS,POS
Israeli city ,tel aviv,1
Stroke lovingly,caress,1
Expressing sorrow for one's sins,penitent,1
Pant ,gasp,2
Leisurely walk ,amble,2
Smouldering piece left over from a fire,ember,3
Barrel-maker ,cooper,1
"Pattern of sounds, the beat ",rhythm,2
Raise in rank ,promote,1
Tranquillity,peacefulness,3
Show (a film) ,screen,1
Expel from a country ,deport,1
Ships' companies ,crews,1
Those with severed limbs,amputees,1
High-kicking French dance ,cancan,1
Greek goddess ,athena,1
In the direction of the Orient ,eastward,1
Contests of speed ,races,1
Male domestic fowl,rooster,1
