CLUE,ANS,POS,FOUND IN
Insinuate ,imply,2,Imply indirectly
Slope ,slant,11,Slanting surface
"Exposed, revealed ",uncovered,11,Forcibly uncovered
Add by conquest or occupation,annex,1,Annexed territories
Flying horse of myth ,pegasus,1,"Pegasus - the most iconic flying horse in Greek mythology, known for its association with heroes like Bellerophon and Medusa's severed head."
"___ Jones, Harrison Ford hero - US state",indiana,1,Indiana Jones
They're surrounded by water ,islands,1,Isolated islands
"Plan of action, tactics ",strategy,5,"Evaluate Alternatives: Assess each strategy against your objectives to determine its suitability, effectiveness, and alignment with overall goals"
Effervescence,fizz,1,"Fizzy bubbles: The characteristic release of gas from a liquid undergoing an effervescent reaction, typically seen in carbonated beverages or reactions like the fizzing of hydrogen peroxide on yeast (a mild demonstration)."
Usher in ,introduce,2,Introduces anew
Deep regret ,remorse,2,Remorseful
Immoderate eater ,glutton,2,Gluttonous
Gain knowledge ,learn,3,Lifelong learner
Frightened ,scared,11,Scared stiff
"Refuse, litter ",rubbish,6,Unsorted rubbish
"Dazed or unconscious condition, sometimes caused by alcohol ",stupor,4,Drunkard's stupor
