CLUE,ANS,POS
Bit part actor ,extra,3
"The Great Barrier ..., Australian natural wonder ",reef,1
French ferry port ,calais,9
Sudden emotional speech ,outburst,1
This sauce often goes with fish ,tartar,1
Covered with trees ,wooded,1
Climbing plant ,clematis,2
Dead and buried,six feet under,5
Stormy ,blustery,8
Fatty ,adipose,8
French river,loire,3
Flyers ,aviators,2
Text of play or film,script,2
"American state, capital Boise ",idaho,1
Nobleman,baron,5
Channel isle ,alderney,19
Tedious ,irksome,13
Small acting role; item of jewellery ,cameo,1
No longer in existence,extinct,3
Device to abstract solid matter ,filter,2
