CLUE,ANS,POS,FOUND IN
Human whose body has been taken over by machines ,cyborg,1,Cyborg - A being with both organic and biomechatronic parts
Legal proceeding brought by one party against another,action,3,Civil action
Corpse ,body,4,Dead body
Counterfeit ,fake,13,Fake (most generic term)
Audacious robbery,heist,2,Brazen heist
Sympathetic relationship ,rapport,5,Emotional rapport
Rapid alternation of notes ,trill,3,Fast trills
Famous novel by F Scott Fitzgerald 'The Great . . . . . .' ,gatsby,1,The Great Gatsby
Occuring twice a year ,biannual,11,"Occurring biannually (adhering to Latin roots for ""twice"")"
Texas mission besieged and captured by Mexican forces in 1836 ,alamo,1,Alamo Defenders
Express gratitude to ,thank,1,Thank you for your generous help!
Front section of a plane,cockpit,11,Pilot's cockpit
Prepare for publication ,edit,7,Cover letter addressed to the publication editor(s) crafted
Amaze ,astound,15,Astounding (repeats from the previous list but emphasizes amazement)
