CLUE,ANS,POS,FOUND IN
In an astute manner ,shrewdly,19,Shrewdly astute
Adult male ,man,1,Mature man
Slender tubes of pasta ,macaroni,5,Macaroni ridges
Period (of work); incantation ,spell,28,Spellcasting duration
"Harry ......, famous American escapologist ",houdini,1,"Born Erik Weisz on August 24, 1874, in Delware, Pennsylvania, Houdini's stage name derived from the Hebrew term ""ohad ha-nasi,"" which translates to ""the teacher"" or ""the master."""
Papal court ,curia,3,Roman Curia
Gun called a hagbut ,arquebus,1,Harquebus
Florida resort ,palm beach,4,Palm Beach Getaway
Grow mature like fruit ,ripen,9,Certainly ripened
Opposite of light,dark,1,Darkness
"Eg, spaghetti ",pasta,2,Noodle-like pasta
Require ,need,8,Primary need
TE Lawrence's milieu?,arabia,1,"Lawrence, the renowned British archaeologist, military officer, and author famously known as ""Lawrence of Arabia,"" was deeply immersed in a unique socio-cultural milieu during his time in the Middle East (1916-1918) amidst World War I"
The Psalmist ,david,21,Bard of Beliefs (David as poet-songwriter)
Person dying for a cause,martyr,1,Martyrdom-seeking
