CLUE,ANS,POS
"Sphere, globe ",orb,4
Type of carpet ,axminster,1
Branch of technology including aviation ,aerospace,1
Root vegetable ,carrot,2
"Adieu, so long ",farewell,1
Church robe ,vestment,11
Assisted ,helped,1
Foolishness ,lunacy,8
Disdainful ,haughty,4
Skin complaint ,eczema,2
Calls up from memory ,evokes,7
"Cunning, deceitful ",crafty,14
States without proof ,alleges,1
Bring charge against ,accuse,8
Place of religious retreat for Hindus ,ashram,1
Former students,alumni,1
Booty ,loot,2
Perilous ,risky,3
Metallic sound ,clang,1
Curtail ,abridge,4
Earth science ,geology,1
Perpendicular ,vertical,1
"Kind of nut, makes nice icing on cake ",almond,1
German motorway ,autobahn,1
Container for beer etc ,barrel,12
