CLUE,ANS,POS
Baseball player - bowl,pitcher,10
Warming alcoholic drink with sugar and spices ,mulled wine,3
Mexican rolled pancake ,taco,2
Soft leather shoes originally worn by Native Americans ,moccasins,1
Taut or strained ,tense,1
Pointed tool for writing ,stylus,6
Selection of small dishes served in Greek or Turkish cuisine,meze,1
F Scott Fitzgerald wrote ''The Great .....'' ,gatsby,1
"Animal fat used in candles, soap etc ",tallow,3
Hillock ,knoll,2
Austrian city where Mozart was born ,salzburg,1
Horse-drawn vehicle ,carriage,1
Barren ,sterile,3
Capable of being heard ,audible,1
Ought to ,should,1
Long narrow range of hills ,ridge,1
Light resilient plastic made of polystyrene ,styrofoam,3
Acid - rancid,sour,2
Forearm bone ,ulna,2
Animal's lair ,den,1
