CLUE,ANS,POS,FOUND IN
Cloak-and-dagger ,secret,2,Secretive
Man-made jet of water ,fountain,7,Fountainhead
Lawyer (in Scotland) ,procurator,5,Procurator fiscal
S. African mongoose ,meerkat,5,Belongs to the Herpestidae family (mongooses and meerkats)
Season ,spring,3,Springlike
Fortress,castle,14,Impregnated castle
Defame falsely,libel,9,Maliciously libel
Cut down on ,reduce,1,Reduce expenses on
Water round a castle,moat,3,Moated
Busy insects ,ants,2,Hardworking ants
Hot condiment ,mustard,3,Hot mustard
