CLUE,ANS,POS
Raise ,elevate,1
Describes poorly groomed hair ,shaggy,6
Green public spaces ,gardens,2
"Beginning, start ",outset,10
Discolorations or dirt marks ,stains,1
Greek god of the sea ,poseidon,1
TV motoring programme ,top gear,1
A cloche (anag) - spiral cavity of the inner ear,cochlea,1
"Requires, is in want of ",needs,1
Falsehood ,lie,1
A monarch's spouse ,consort,1
Unreal ,illusory,7
In these times ,nowadays,16
Fermented grape juice ,wine,1
Unwell ,ill,2
Hitchcock film ,the birds,4
Lends a hand ,assists,1
Foe,enemy,1
