CLUE,ANS,POS
Arab or Muslim at time of the Crusades ,saracen,1
Floor-covering ,carpet,1
English port ,dover,4
"Sanctuary, asylum ",refuge,1
Intense anger,fury,1
Crossbred ,hybrid,1
Enthusiastically ,eagerly,1
Church spire ,steeple,1
"Old German kingdom, capital Berlin ",prussia,1
Warlike Hunnish king ,attila,1
A French mister ,monsieur,1
Famous person (sl.) ,celeb,12
Acquiring skill or knowledge ,learning,1
North African capital ,tunis,3
Writer (before printing was developed),scribe,1
"Smooth, glossy ",sleek,1
"Last, final or extreme ",ultimate,1
Aggressive masculine pride ,machismo,10
Low in price ,cheap,6
The witching hour ,midnight,1
Atom cores ,nuclei,1
Sea duck with soft down ,eider,7
German name for Aix-la-Chapelle ,aachen,1
