CLUE,ANS,POS
Remain at home ,stay in,1
Patch up or renovate ,revamp,9
Like no other ,unique,2
Paid heed,attended,4
Madness ,insanity,1
Latticework to support plants ,trellis,1
Relating to love ,romantic,1
Insanity ,madness,1
Greek waters ,ionian sea,3
Room at the bottom ,basement,5
Dairy product ,cheese,2
"Flourish, do well ",prosper,1
West African republic,niger,13
Head of abbey ,abbot,1
Material for pottery ,clay,1
Immeasurably bad ,abysmal,3
Large ocean fish ,marlin,5
Ocean ,sea,1
Irish county and port ,limerick,4
Snare; carriage ,trap,1
