CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,1
Ignored ,neglected,2
An alloy of mercury with another metal ,amalgam,1
Very beautiful or sensitive,exquisite,4
Land covered with trees ,forest,1
Loth,reluctant,2
Desiring or being short of ,wanting,7
Bay State ,massachusetts,1
Cleaning implement ,mop,2
Not achieving one's aim ,unsuccessful,1
Holy ,sacred,2
One of Santa's reindeers,prancer,3
System of beliefs,creed,1
Eccentric ,kooky,3
Leg joint,knee,1
Distinguished and admired ,eminent,1
Suffocation ,asphyxia,18
Used in (anag) -- unmentionables ,undies,3
Words said to a sneezer ,bless you,1
Insurgent ,rebel,41
Graduates of a college ,alumni,1
Pester persistently,harass,2
"High-pitched, piercing ",shrill,1
Pretending shyness ,coy,1
"Pledges, vows ",promises,2
